  0.00000000E+000  0.00000000E+000
  1.00000000E+000  0.00000000E+000
  1.00000000E+000  1.00000000E+000
  0.00000000E+000  1.00000000E+000
  1.00000000E-001  0.00000000E+000
  2.00000000E-001  0.00000000E+000
  3.00000000E-001  0.00000000E+000
  4.00000000E-001  0.00000000E+000
  5.00000000E-001  0.00000000E+000
  6.00000000E-001  0.00000000E+000
  7.00000000E-001  0.00000000E+000
  8.00000000E-001  0.00000000E+000
  9.00000000E-001  0.00000000E+000
  1.00000000E+000  1.00000000E-001
  1.00000000E+000  2.00000000E-001
  1.00000000E+000  3.00000000E-001
  1.00000000E+000  4.00000000E-001
  1.00000000E+000  5.00000000E-001
  1.00000000E+000  6.00000000E-001
  1.00000000E+000  7.00000000E-001
  1.00000000E+000  8.00000000E-001
  1.00000000E+000  9.00000000E-001
  9.00000000E-001  1.00000000E+000
  8.00000000E-001  1.00000000E+000
  7.00000000E-001  1.00000000E+000
  6.00000000E-001  1.00000000E+000
  5.00000000E-001  1.00000000E+000
  4.00000000E-001  1.00000000E+000
  3.00000000E-001  1.00000000E+000
  2.00000000E-001  1.00000000E+000
  1.00000000E-001  1.00000000E+000
  0.00000000E+000  9.00000000E-001
  0.00000000E+000  8.00000000E-001
  0.00000000E+000  7.00000000E-001
  0.00000000E+000  6.00000000E-001
  0.00000000E+000  5.00000000E-001
  0.00000000E+000  4.00000000E-001
  0.00000000E+000  3.00000000E-001
  0.00000000E+000  2.00000000E-001
  0.00000000E+000  1.00000000E-001
  5.00000000E-001  5.00000000E-001
  7.07142857E-001  7.07142857E-001
  2.92857143E-001  7.07142857E-001
  7.07142857E-001  2.92857143E-001
  2.92857143E-001  2.92857143E-001
  4.96999680E-001  7.84880079E-001
  2.15119921E-001  4.96999680E-001
  7.84880079E-001  5.03000320E-001
  5.03000320E-001  2.15119921E-001
  8.29497354E-001  8.29497354E-001
  1.70502646E-001  8.29497354E-001
  8.29497354E-001  1.70502646E-001
  1.70502646E-001  1.70502646E-001
  6.40710113E-001  8.48866069E-001
  1.51133931E-001  6.40710113E-001
  3.59205275E-001  8.48175190E-001
  8.48175190E-001  6.40794725E-001
  8.48866069E-001  3.59289887E-001
  1.51824810E-001  3.59205275E-001
  3.59289887E-001  1.51133931E-001
  6.40794725E-001  1.51824810E-001
  5.66986063E-001  6.40156794E-001
  3.63936053E-001  5.72010871E-001
  6.40156794E-001  4.33013937E-001
  4.31769144E-001  3.56432868E-001
  4.31587218E-001  6.59527863E-001
  6.66173365E-001  5.58698750E-001
  3.45737687E-001  4.34531330E-001
  5.58698750E-001  3.33826635E-001
  4.60465291E-001  8.90324114E-001
  1.09675886E-001  4.60465291E-001
  8.90324114E-001  5.39534709E-001
  5.39534709E-001  1.09675886E-001
  7.39073603E-001  9.02334864E-001
  9.76651358E-002  7.39073603E-001
  9.02334864E-001  2.60926397E-001
  2.60926397E-001  9.76651358E-002
  9.00559074E-001  7.40304764E-001
  2.59695236E-001  9.00559074E-001
  7.40304764E-001  9.94409260E-002
  9.94409260E-002  2.59695236E-001
  6.04120625E-001  7.45282972E-001
  2.55747879E-001  6.07779425E-001
  7.45282972E-001  3.95879375E-001
  3.95879375E-001  2.54717028E-001
  3.93406832E-001  7.46481364E-001
  7.47312052E-001  6.05378914E-001
  2.54176829E-001  3.93774846E-001
  6.05378914E-001  2.52687948E-001
  9.00121893E-001  9.00121893E-001
  9.98781065E-002  9.00121893E-001
  9.00121893E-001  9.98781065E-002
  9.98781065E-002  9.98781065E-002
  5.69079576E-001  9.16779211E-001
  8.32207887E-002  5.69079576E-001
  9.16779211E-001  4.30920424E-001
  4.30920424E-001  8.32207887E-002
  7.93413392E-001  7.20730652E-001
  2.79066972E-001  7.93274944E-001
  7.20730652E-001  2.06586608E-001
  2.06834755E-001  2.79128308E-001
  7.27793824E-001  8.01265297E-001
  1.98734703E-001  7.27793824E-001
  8.01265297E-001  2.72206176E-001
  2.72206176E-001  1.98734703E-001
  4.87185012E-001  5.89351215E-001
  5.80326826E-001  5.41124189E-001
  4.09677327E-001  4.91135371E-001
  5.54918014E-001  4.26801062E-001
  6.50232103E-001  6.40017218E-001
  3.53858678E-001  6.54370812E-001
  6.42499319E-001  3.48047573E-001
  3.47015831E-001  3.54627389E-001
  6.49772658E-001  9.33596029E-001
  6.64039711E-002  6.49772658E-001
  9.33596029E-001  3.50227342E-001
  3.50227342E-001  6.64039711E-002
  9.27811676E-001  6.44126840E-001
  6.44126840E-001  7.21883243E-002
  3.55873160E-001  9.27811676E-001
  7.21883243E-002  3.55873160E-001
  8.20101720E-001  9.20028594E-001
  7.99714057E-002  8.20101720E-001
  9.20028594E-001  1.79898280E-001
  1.79898280E-001  7.99714057E-002
  9.20028594E-001  8.20101720E-001
  8.20101720E-001  7.99714057E-002
  1.79898280E-001  9.20028594E-001
  7.99714057E-002  1.79898280E-001
  5.07720695E-001  6.98509044E-001
  3.02102957E-001  5.08689239E-001
  7.12239017E-001  4.95415403E-001
  4.95237575E-001  2.87273792E-001
  5.54275057E-001  8.37226489E-001
  1.66875304E-001  5.59069789E-001
  8.37226489E-001  4.45724943E-001
  4.45724943E-001  1.62773511E-001
  4.27519270E-001  8.17465187E-001
  1.82699361E-001  4.27611273E-001
  8.17672859E-001  5.72177167E-001
  5.72177167E-001  1.82327141E-001
  4.61024257E-001  4.32541991E-001
